timestamp,task_id,task_phase_id,task_phase_name,phase_time_remaining(min),phase_power_demand(w),phase_power_used(w),phase_energy_consumed_cum(w),battery_level,task_phase_status,failure_event,orbital_phase,task_throughput_counter
30,T_8,T_8_deposition,deposition,60,0,0,0,32,waiting,0,sunlight,0
30,T_8,T_8_ion_imp,ion_imp,20,0,0,0,87,waiting,0,sunlight,0
30,T_8,T_8_cry_grw,cry_grw,120,0,0,0,98,waiting,0,sunlight,0
30,T_9,T_9_deposition,deposition,60,0,0,0,40,waiting,0,sunlight,0
30,T_9,T_9_ion_imp,ion_imp,20,0,0,0,32,waiting,0,sunlight,0
30,T_9,T_9_cry_grw,cry_grw,120,0,0,0,39,waiting,0,sunlight,0
40,T_0,T_0_deposition,deposition,19,71,71,2338,75,processing,0,sunlight,0
40,T_0,T_0_ion_imp,ion_imp,20,0,0,0,55,waiting,0,sunlight,0
40,T_0,T_0_cry_grw,cry_grw,120,0,0,0,60,waiting,0,sunlight,0
40,T_1,T_1_deposition,deposition,60,0,0,0,42,waiting,0,sunlight,0
40,T_1,T_1_ion_imp,ion_imp,20,0,0,0,75,waiting,0,sunlight,0
40,T_1,T_1_cry_grw,cry_grw,120,0,0,0,60,waiting,0,sunlight,0
40,T_2,T_2_deposition,deposition,60,0,0,0,38,waiting,0,sunlight,0
40,T_2,T_2_ion_imp,ion_imp,20,0,0,0,38,waiting,0,sunlight,0
40,T_2,T_2_cry_grw,cry_grw,120,0,0,0,35,waiting,0,sunlight,0
40,T_3,T_3_deposition,deposition,60,0,0,0,43,waiting,0,sunlight,0
40,T_3,T_3_ion_imp,ion_imp,20,0,0,0,73,waiting,0,sunlight,0
40,T_3,T_3_cry_grw,cry_grw,120,0,0,0,88,waiting,0,sunlight,0
40,T_4,T_4_deposition,deposition,60,0,0,0,52,waiting,0,sunlight,0
40,T_4,T_4_ion_imp,ion_imp,20,0,0,0,78,waiting,0,sunlight,0
40,T_4,T_4_cry_grw,cry_grw,120,0,0,0,95,waiting,0,sunlight,0
40,T_5,T_5_deposition,deposition,60,0,0,0,70,waiting,0,sunlight,0
40,T_5,T_5_ion_imp,ion_imp,20,0,0,0,99,waiting,0,sunlight,0
40,T_5,T_5_cry_grw,cry_grw,120,0,0,0,100,waiting,0,sunlight,0
40,T_6,T_6_deposition,deposition,60,0,0,0,73,waiting,0,sunlight,0
40,T_6,T_6_ion_imp,ion_imp,20,0,0,0,80,waiting,0,sunlight,0
40,T_6,T_6_cry_grw,cry_grw,120,0,0,0,65,waiting,0,sunlight,0
40,T_7,T_7_deposition,deposition,60,0,0,0,87,waiting,0,sunlight,0
40,T_7,T_7_ion_imp,ion_imp,20,0,0,0,88,waiting,0,sunlight,0
40,T_7,T_7_cry_grw,cry_grw,120,0,0,0,97,waiting,0,sunlight,0
40,T_8,T_8_deposition,deposition,60,0,0,0,48,waiting,0,sunlight,0
40,T_8,T_8_ion_imp,ion_imp,20,0,0,0,99,waiting,0,sunlight,0
40,T_8,T_8_cry_grw,cry_grw,120,0,0,0,93,waiting,0,sunlight,0
40,T_9,T_9_deposition,deposition,60,0,0,0,35,waiting,0,sunlight,0
40,T_9,T_9_ion_imp,ion_imp,20,0,0,0,41,waiting,0,sunlight,0
40,T_9,T_9_cry_grw,cry_grw,120,0,0,0,38,waiting,0,sunlight,0
50,T_0,T_0_deposition,deposition,9,75,75,3007,74,processing,0,eclipse,0
50,T_0,T_0_ion_imp,ion_imp,20,0,0,0,78,waiting,0,eclipse,0
50,T_0,T_0_cry_grw,cry_grw,120,0,0,0,46,waiting,0,eclipse,0
50,T_1,T_1_deposition,deposition,60,0,0,0,46,waiting,0,eclipse,0
50,T_1,T_1_ion_imp,ion_imp,20,0,0,0,50,waiting,0,eclipse,0
50,T_1,T_1_cry_grw,cry_grw,120,0,0,0,51,waiting,0,eclipse,0
50,T_2,T_2_deposition,deposition,60,0,0,0,97,waiting,0,eclipse,0
50,T_2,T_2_ion_imp,ion_imp,20,0,0,0,97,waiting,0,eclipse,0
50,T_2,T_2_cry_grw,cry_grw,120,0,0,0,100,waiting,0,eclipse,0
50,T_3,T_3_deposition,deposition,60,0,0,0,66,waiting,0,eclipse,0
50,T_3,T_3_ion_imp,ion_imp,20,0,0,0,60,waiting,0,eclipse,0
50,T_3,T_3_cry_grw,cry_grw,120,0,0,0,34,waiting,0,eclipse,0
50,T_4,T_4_deposition,deposition,60,0,0,0,85,waiting,0,eclipse,0
50,T_4,T_4_ion_imp,ion_imp,20,0,0,0,86,waiting,0,eclipse,0
50,T_4,T_4_cry_grw,cry_grw,120,0,0,0,37,waiting,0,eclipse,0
50,T_5,T_5_deposition,deposition,60,0,0,0,81,waiting,0,eclipse,0
50,T_5,T_5_ion_imp,ion_imp,20,0,0,0,84,waiting,0,eclipse,0
50,T_5,T_5_cry_grw,cry_grw,120,0,0,0,55,waiting,0,eclipse,0
50,T_6,T_6_deposition,deposition,60,0,0,0,49,waiting,0,eclipse,0
50,T_6,T_6_ion_imp,ion_imp,20,0,0,0,62,waiting,0,eclipse,0
50,T_6,T_6_cry_grw,cry_grw,120,0,0,0,46,waiting,0,eclipse,0
50,T_7,T_7_deposition,deposition,60,0,0,0,54,waiting,0,eclipse,0
50,T_7,T_7_ion_imp,ion_imp,20,0,0,0,68,waiting,0,eclipse,0
50,T_7,T_7_cry_grw,cry_grw,120,0,0,0,87,waiting,0,eclipse,0
50,T_8,T_8_deposition,deposition,60,0,0,0,59,waiting,0,eclipse,0
50,T_8,T_8_ion_imp,ion_imp,20,0,0,0,91,waiting,0,eclipse,0
50,T_8,T_8_cry_grw,cry_grw,120,0,0,0,39,waiting,0,eclipse,0
50,T_9,T_9_deposition,deposition,60,0,0,0,35,waiting,0,eclipse,0
50,T_9,T_9_ion_imp,ion_imp,20,0,0,0,60,waiting,0,eclipse,0
50,T_9,T_9_cry_grw,cry_grw,120,0,0,0,59,waiting,0,eclipse,0
60,T_0,T_0_deposition,deposition,0,0,0,3494,92,done,0,eclipse,0
60,T_0,T_0_ion_imp,ion_imp,18,55,55,114,98,processing,0,eclipse,0
60,T_0,T_0_cry_grw,cry_grw,120,0,0,0,85,waiting,0,eclipse,0
60,T_1,T_1_deposition,deposition,59,56,56,104,86,processing,0,eclipse,0
60,T_1,T_1_ion_imp,ion_imp,20,0,0,0,59,waiting,0,eclipse,0
60,T_1,T_1_cry_grw,cry_grw,120,0,0,0,88,waiting,0,eclipse,0
60,T_2,T_2_deposition,deposition,60,0,0,0,87,waiting,0,eclipse,0
60,T_2,T_2_ion_imp,ion_imp,20,0,0,0,34,waiting,0,eclipse,0
60,T_2,T_2_cry_grw,cry_grw,120,0,0,0,42,waiting,0,eclipse,0
60,T_3,T_3_deposition,deposition,60,0,0,0,65,waiting,0,eclipse,0
60,T_3,T_3_ion_imp,ion_imp,20,0,0,0,64,waiting,0,eclipse,0
60,T_3,T_3_cry_grw,cry_grw,120,0,0,0,77,waiting,0,eclipse,0
60,T_4,T_4_deposition,deposition,60,0,0,0,58,waiting,0,eclipse,0
60,T_4,T_4_ion_imp,ion_imp,20,0,0,0,57,waiting,0,eclipse,0
60,T_4,T_4_cry_grw,cry_grw,120,0,0,0,39,waiting,0,eclipse,0
60,T_5,T_5_deposition,deposition,60,0,0,0,77,waiting,0,eclipse,0
60,T_5,T_5_ion_imp,ion_imp,20,0,0,0,74,waiting,0,eclipse,0
60,T_5,T_5_cry_grw,cry_grw,120,0,0,0,32,waiting,0,eclipse,0
60,T_6,T_6_deposition,deposition,60,0,0,0,32,waiting,0,eclipse,0
60,T_6,T_6_ion_imp,ion_imp,20,0,0,0,44,waiting,0,eclipse,0
60,T_6,T_6_cry_grw,cry_grw,120,0,0,0,66,waiting,0,eclipse,0
60,T_7,T_7_deposition,deposition,60,0,0,0,77,waiting,0,eclipse,0
60,T_7,T_7_ion_imp,ion_imp,20,0,0,0,42,waiting,0,eclipse,0
60,T_7,T_7_cry_grw,cry_grw,120,0,0,0,65,waiting,0,eclipse,0
60,T_8,T_8_deposition,deposition,60,0,0,0,42,waiting,0,eclipse,0
60,T_8,T_8_ion_imp,ion_imp,20,0,0,0,83,waiting,0,eclipse,0
60,T_8,T_8_cry_grw,cry_grw,120,0,0,0,57,waiting,0,eclipse,0
60,T_9,T_9_deposition,deposition,60,0,0,0,49,waiting,0,eclipse,0
60,T_9,T_9_ion_imp,ion_imp,20,0,0,0,62,waiting,0,eclipse,0
60,T_9,T_9_cry_grw,cry_grw,120,0,0,0,71,waiting,0,eclipse,0
70,T_0,T_0_deposition,deposition,0,0,0,3494,68,done,0,eclipse,0
70,T_0,T_0_ion_imp,ion_imp,8,67,67,614,61,processing,0,eclipse,0
70,T_0,T_0_cry_grw,cry_grw,120,0,0,0,52,waiting,0,eclipse,0
70,T_1,T_1_deposition,deposition,49,49,49,647,88,processing,0,eclipse,0
70,T_1,T_1_ion_imp,ion_imp,20,0,0,0,34,waiting,0,eclipse,0
70,T_1,T_1_cry_grw,cry_grw,120,0,0,0,72,waiting,0,eclipse,0
70,T_2,T_2_deposition,deposition,60,0,0,0,73,waiting,0,eclipse,0
70,T_2,T_2_ion_imp,ion_imp,20,0,0,0,57,waiting,0,eclipse,0
70,T_2,T_2_cry_grw,cry_grw,120,0,0,0,33,waiting,0,eclipse,0
70,T_3,T_3_deposition,deposition,60,0,0,0,72,waiting,0,eclipse,0
70,T_3,T_3_ion_imp,ion_imp,20,0,0,0,30,waiting,0,eclipse,0
70,T_3,T_3_cry_grw,cry_grw,120,0,0,0,30,waiting,0,eclipse,0
70,T_4,T_4_deposition,deposition,60,0,0,0,80,waiting,0,eclipse,0
70,T_4,T_4_ion_imp,ion_imp,20,0,0,0,48,waiting,0,eclipse,0
70,T_4,T_4_cry_grw,cry_grw,120,0,0,0,44,waiting,0,eclipse,0
70,T_5,T_5_deposition,deposition,60,0,0,0,99,waiting,0,eclipse,0
70,T_5,T_5_ion_imp,ion_imp,20,0,0,0,57,waiting,0,eclipse,0
70,T_5,T_5_cry_grw,cry_grw,120,0,0,0,36,waiting,0,eclipse,0
70,T_6,T_6_deposition,deposition,60,0,0,0,74,waiting,0,eclipse,0
70,T_6,T_6_ion_imp,ion_imp,20,0,0,0,99,waiting,0,eclipse,0
70,T_6,T_6_cry_grw,cry_grw,120,0,0,0,86,waiting,0,eclipse,0
70,T_7,T_7_deposition,deposition,60,0,0,0,66,waiting,0,eclipse,0
70,T_7,T_7_ion_imp,ion_imp,20,0,0,0,40,waiting,0,eclipse,0
70,T_7,T_7_cry_grw,cry_grw,120,0,0,0,66,waiting,0,eclipse,0
70,T_8,T_8_deposition,deposition,60,0,0,0,37,waiting,0,eclipse,0
70,T_8,T_8_ion_imp,ion_imp,20,0,0,0,78,waiting,0,eclipse,0
70,T_8,T_8_cry_grw,cry_grw,120,0,0,0,55,waiting,0,eclipse,0
70,T_9,T_9_deposition,deposition,60,0,0,0,95,waiting,0,eclipse,0
70,T_9,T_9_ion_imp,ion_imp,20,0,0,0,76,waiting,0,eclipse,0
70,T_9,T_9_cry_grw,cry_grw,120,0,0,0,71,waiting,0,eclipse,0
80,T_0,T_0_deposition,deposition,0,0,0,3494,83,done,0,eclipse,0
80,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,95,done,0,eclipse,0
80,T_0,T_0_cry_grw,cry_grw,117,79,79,273,62,processing,0,eclipse,0
80,T_1,T_1_deposition,deposition,39,54,54,1183,50,processing,0,eclipse,0
80,T_1,T_1_ion_imp,ion_imp,20,0,0,0,81,waiting,0,eclipse,0
80,T_1,T_1_cry_grw,cry_grw,120,0,0,0,81,waiting,0,eclipse,0
80,T_2,T_2_deposition,deposition,60,0,0,0,54,waiting,0,eclipse,0
80,T_2,T_2_ion_imp,ion_imp,20,0,0,0,33,waiting,0,eclipse,0
80,T_2,T_2_cry_grw,cry_grw,120,0,0,0,57,waiting,0,eclipse,0
80,T_3,T_3_deposition,deposition,60,0,0,0,34,waiting,0,eclipse,0
80,T_3,T_3_ion_imp,ion_imp,20,0,0,0,98,waiting,0,eclipse,0
80,T_3,T_3_cry_grw,cry_grw,120,0,0,0,77,waiting,0,eclipse,0
80,T_4,T_4_deposition,deposition,60,0,0,0,91,waiting,0,eclipse,0
80,T_4,T_4_ion_imp,ion_imp,20,0,0,0,64,waiting,0,eclipse,0
80,T_4,T_4_cry_grw,cry_grw,120,0,0,0,94,waiting,0,eclipse,0
80,T_5,T_5_deposition,deposition,60,0,0,0,94,waiting,0,eclipse,0
80,T_5,T_5_ion_imp,ion_imp,20,0,0,0,85,waiting,0,eclipse,0
80,T_5,T_5_cry_grw,cry_grw,120,0,0,0,78,waiting,0,eclipse,0
80,T_6,T_6_deposition,deposition,60,0,0,0,85,waiting,0,eclipse,0
80,T_6,T_6_ion_imp,ion_imp,20,0,0,0,79,waiting,0,eclipse,0
80,T_6,T_6_cry_grw,cry_grw,120,0,0,0,60,waiting,0,eclipse,0
80,T_7,T_7_deposition,deposition,60,0,0,0,89,waiting,0,eclipse,0
80,T_7,T_7_ion_imp,ion_imp,20,0,0,0,33,waiting,0,eclipse,0
80,T_7,T_7_cry_grw,cry_grw,120,0,0,0,97,waiting,0,eclipse,0
80,T_8,T_8_deposition,deposition,60,0,0,0,56,waiting,0,eclipse,0
80,T_8,T_8_ion_imp,ion_imp,20,0,0,0,81,waiting,0,eclipse,0
80,T_8,T_8_cry_grw,cry_grw,120,0,0,0,33,waiting,0,eclipse,0
80,T_9,T_9_deposition,deposition,60,0,0,0,33,waiting,0,eclipse,0
80,T_9,T_9_ion_imp,ion_imp,20,0,0,0,43,waiting,0,eclipse,0
80,T_9,T_9_cry_grw,cry_grw,120,0,0,0,95,waiting,0,eclipse,0
90,T_0,T_0_deposition,deposition,0,0,0,3494,40,done,0,sunlight,0
90,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,35,done,0,sunlight,0
90,T_0,T_0_cry_grw,cry_grw,107,36,36,915,88,processing,0,sunlight,0
90,T_1,T_1_deposition,deposition,29,38,38,1731,64,processing,0,sunlight,0
90,T_1,T_1_ion_imp,ion_imp,20,0,0,0,35,waiting,0,sunlight,0
90,T_1,T_1_cry_grw,cry_grw,120,0,0,0,32,waiting,0,sunlight,0
90,T_2,T_2_deposition,deposition,60,0,0,0,90,waiting,0,sunlight,0
90,T_2,T_2_ion_imp,ion_imp,20,0,0,0,85,waiting,0,sunlight,0
90,T_2,T_2_cry_grw,cry_grw,120,0,0,0,71,waiting,0,sunlight,0
90,T_3,T_3_deposition,deposition,60,0,0,0,70,waiting,0,sunlight,0
90,T_3,T_3_ion_imp,ion_imp,20,0,0,0,63,waiting,0,sunlight,0
90,T_3,T_3_cry_grw,cry_grw,120,0,0,0,82,waiting,0,sunlight,0
90,T_4,T_4_deposition,deposition,60,0,0,0,35,waiting,0,sunlight,0
90,T_4,T_4_ion_imp,ion_imp,20,0,0,0,88,waiting,0,sunlight,0
90,T_4,T_4_cry_grw,cry_grw,120,0,0,0,96,waiting,0,sunlight,0
90,T_5,T_5_deposition,deposition,60,0,0,0,94,waiting,0,sunlight,0
90,T_5,T_5_ion_imp,ion_imp,20,0,0,0,76,waiting,0,sunlight,0
90,T_5,T_5_cry_grw,cry_grw,120,0,0,0,51,waiting,0,sunlight,0
90,T_6,T_6_deposition,deposition,60,0,0,0,38,waiting,0,sunlight,0
90,T_6,T_6_ion_imp,ion_imp,20,0,0,0,56,waiting,0,sunlight,0
90,T_6,T_6_cry_grw,cry_grw,120,0,0,0,38,waiting,0,sunlight,0
90,T_7,T_7_deposition,deposition,60,0,0,0,65,waiting,0,sunlight,0
90,T_7,T_7_ion_imp,ion_imp,20,0,0,0,37,waiting,0,sunlight,0
90,T_7,T_7_cry_grw,cry_grw,120,0,0,0,51,waiting,0,sunlight,0
90,T_8,T_8_deposition,deposition,60,0,0,0,91,waiting,0,sunlight,0
90,T_8,T_8_ion_imp,ion_imp,20,0,0,0,78,waiting,0,sunlight,0
90,T_8,T_8_cry_grw,cry_grw,120,0,0,0,85,waiting,0,sunlight,0
90,T_9,T_9_deposition,deposition,60,0,0,0,49,waiting,0,sunlight,0
90,T_9,T_9_ion_imp,ion_imp,20,0,0,0,67,waiting,0,sunlight,0
90,T_9,T_9_cry_grw,cry_grw,120,0,0,0,42,waiting,0,sunlight,0
100,T_0,T_0_deposition,deposition,0,0,0,3494,81,done,0,sunlight,0
100,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,38,done,0,sunlight,0
100,T_0,T_0_cry_grw,cry_grw,97,40,40,1447,44,processing,0,sunlight,0
100,T_1,T_1_deposition,deposition,19,68,68,2332,88,processing,0,sunlight,0
100,T_1,T_1_ion_imp,ion_imp,20,0,0,0,38,waiting,0,sunlight,0
100,T_1,T_1_cry_grw,cry_grw,120,0,0,0,58,waiting,0,sunlight,0
100,T_2,T_2_deposition,deposition,60,0,0,0,33,waiting,0,sunlight,0
100,T_2,T_2_ion_imp,ion_imp,20,0,0,0,48,waiting,0,sunlight,0
100,T_2,T_2_cry_grw,cry_grw,120,0,0,0,37,waiting,0,sunlight,0
100,T_3,T_3_deposition,deposition,60,0,0,0,94,waiting,0,sunlight,0
100,T_3,T_3_ion_imp,ion_imp,20,0,0,0,97,waiting,0,sunlight,0
100,T_3,T_3_cry_grw,cry_grw,120,0,0,0,87,waiting,0,sunlight,0
100,T_4,T_4_deposition,deposition,60,0,0,0,33,waiting,0,sunlight,0
100,T_4,T_4_ion_imp,ion_imp,20,0,0,0,85,waiting,0,sunlight,0
100,T_4,T_4_cry_grw,cry_grw,120,0,0,0,49,waiting,0,sunlight,0
100,T_5,T_5_deposition,deposition,60,0,0,0,32,waiting,0,sunlight,0
